ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
15415	ÁøÃµºØ½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15416	401	15	LEVEL	70	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15416	ÁøÃµºØ½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	15417	214	15	LEVEL	71	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15417	ÁøÃµºØ½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	15418	215	15	LEVEL	72	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15418	ÁøÃµºØ½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	15419	216	15	LEVEL	73	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15419	ÁøÃµºØ½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15	LEVEL	75	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
15430	ÁøÈ­Á¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15431	208	15	LEVEL	65	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	11	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15431	ÁøÈ­Á¶½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	15432	209	15	LEVEL	66	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	12	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15432	ÁøÈ­Á¶½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	15433	210	15	LEVEL	67	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	13	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15433	ÁøÈ­Á¶½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	15434	211	15	LEVEL	68	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	14	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15434	ÁøÈ­Á¶½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	15435	400	15	LEVEL	69	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	15	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15435	ÁøÈ­Á¶½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15436	401	15	LEVEL	70	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15436	ÁøÈ­Á¶½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	15437	214	15	LEVEL	71	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15437	ÁøÈ­Á¶½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	15438	215	15	LEVEL	72	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15438	ÁøÈ­Á¶½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	15439	216	15	LEVEL	73	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15439	ÁøÈ­Á¶½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15	LEVEL	75	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
15440	È­¿°½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15441	421	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	17	0	0	0	0	0	0	0
15441	È­¿°½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	15442	422	15	LEVEL	81	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	19	0	0	0	0	0	0	0
15442	È­¿°½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	15443	423	15	LEVEL	82	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	20	0	0	0	0	0	0	0
15443	È­¿°½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	15444	424	15	LEVEL	83	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	22	0	0	0	0	0	0	0
15444	È­¿°½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	15445	425	15	LEVEL	84	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	23	0	0	0	0	0	0	0
15445	È­¿°½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15446	426	15	LEVEL	85	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	6	APPLY_NONE	0	0	25	0	0	0	0	0	0	0
15446	È­¿°½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	15447	427	15	LEVEL	86	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	7	APPLY_NONE	0	0	26	0	0	0	0	0	0	0
15447	È­¿°½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	15448	428	15	LEVEL	87	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	8	APPLY_NONE	0	0	28	0	0	0	0	0	0	0
15448	È­¿°½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	15449	429	15	LEVEL	88	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	9	APPLY_NONE	0	0	29	0	0	0	0	0	0	0
15449	È­¿°½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	0	32	0	0	0	0	0	0	0
15450	ºù¿°½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15451	431	15	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	0	17	0	0	0	0	0	0	0
15451	ºù¿°½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	15452	432	15	LEVEL	91	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	0	19	0	0	0	0	0	0	0
15452	ºù¿°½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	15453	433	15	LEVEL	92	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	0	20	0	0	0	0	0	0	0
15453	ºù¿°½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	15454	434	15	LEVEL	93	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	0	22	0	0	0	0	0	0	0
15454	ºù¿°½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	15455	435	15	LEVEL	94	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	0	23	0	0	0	0	0	0	0
15455	ºù¿°½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15456	436	15	LEVEL	95	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	7	APPLY_NONE	0	0	25	0	0	0	0	0	0	0
15456	ºù¿°½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	15457	437	15	LEVEL	96	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	0	26	0	0	0	0	0	0	0
15457	ºù¿°½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	15458	438	15	LEVEL	97	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	9	APPLY_NONE	0	0	28	0	0	0	0	0	0	0
15458	ºù¿°½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	15459	439	15	LEVEL	98	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	0	29	0	0	0	0	0	0	0
15459	ºù¿°½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_SKILL_DEFEND_BONUS	12	APPLY_NONE	0	0	32	0	0	0	0	0	0	0
16000	³ª¹«¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16001	244	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_FIRE	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16001	³ª¹«¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16002	245	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_FIRE	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16002	³ª¹«¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16003	246	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_FIRE	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16003	³ª¹«¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16004	247	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_FIRE	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16004	³ª¹«¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16005	248	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_FIRE	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16005	³ª¹«¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16006	249	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_FIRE	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16006	³ª¹«¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16007	250	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_FIRE	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16007	³ª¹«¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16008	251	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_FIRE	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16008	³ª¹«¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16009	252	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_FIRE	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16009	³ª¹«¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_FIRE	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16020	±¸¸®¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16021	244	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_ELEC	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16021	±¸¸®¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16022	245	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_ELEC	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16022	±¸¸®¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16023	246	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_ELEC	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16023	±¸¸®¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16024	247	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_ELEC	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16024	±¸¸®¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16025	248	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_ELEC	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16025	±¸¸®¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16026	249	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_ELEC	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16026	±¸¸®¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16027	250	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_ELEC	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16027	±¸¸®¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16028	251	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_ELEC	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16028	±¸¸®¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16029	252	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_ELEC	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16029	±¸¸®¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_ELEC	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16040	Àº¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16041	244	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_WIND	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16041	Àº¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16042	245	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_WIND	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16042	Àº¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16043	246	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_WIND	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16043	Àº¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16044	247	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_WIND	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16044	Àº¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16045	248	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_WIND	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16045	Àº¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16046	249	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_WIND	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16046	Àº¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16047	250	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_WIND	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16047	Àº¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16048	251	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_WIND	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16048	Àº¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16049	252	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_WIND	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16049	Àº¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_WIND	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16060	±Ý¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16061	244	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_BOW	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16061	±Ý¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16062	245	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_BOW	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16062	±Ý¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16063	246	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_BOW	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16063	±Ý¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16064	247	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_BOW	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16064	±Ý¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16065	248	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_BOW	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16065	±Ý¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16066	249	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_BOW	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16066	±Ý¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16067	250	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_BOW	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16067	±Ý¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16068	251	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_BOW	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16068	±Ý¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16069	252	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_BOW	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16069	±Ý¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_BOW	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16080	¿Á¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1000	1000	16081	253	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16081	¿Á¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1600	1600	16082	254	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16082	¿Á¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16083	255	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16083	¿Á¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16084	256	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16084	¿Á¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16085	257	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16085	¿Á¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16086	258	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16086	¿Á¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16087	259	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_DEX	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16087	¿Á¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16088	260	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_DEX	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
